CO_CURSO,CO_AREA,NM_AREA
5000076,3,Ciências Sociais
1381821,7,Saúde e Bem-Estar
1202603,1,Educação
1212410,1,Educação
12561,5,Engenharia
41810,1,Educação
320326,4,Ciências
111795,1,Educação
1264305,3,Ciências Sociais
71069,7,Saúde e Bem-Estar
73836,4,Ciências
1299781,7,Saúde e Bem-Estar
1331587,7,Saúde e Bem-Estar
1318,5,Engenharia
83330,1,Educação
1300361,5,Engenharia
20130,4,Ciências
19213,7,Saúde e Bem-Estar
54136,1,Educação
1322993,1,Educação
1102668,3,Ciências Sociais
113639,3,Ciências Sociais
1299814,3,Ciências Sociais
41987,7,Saúde e Bem-Estar
85730,7,Saúde e Bem-Estar
1321808,5,Engenharia
5000936,2,Humanidades e Artes
115184,3,Ciências Sociais
1404620,4,Ciências
5000181,5,Engenharia
80084,3,Ciências Sociais
1203328,2,Humanidades e Artes
1349250,5,Engenharia
67002,3,Ciências Sociais
19606,3,Ciências Sociais
1159862,3,Ciências Sociais
99094,5,Engenharia
1330450,5,Engenharia
1188455,5,Engenharia
83370,7,Saúde e Bem-Estar
47370,1,Educação
1304640,6,Agricultura e Veterinária
1147234,5,Engenharia
59089,3,Ciências Sociais
116324,3,Ciências Sociais
107635,6,Agricultura e Veterinária
5000885,1,Educação
1349733,2,Humanidades e Artes
100880,3,Ciências Sociais
55099,7,Saúde e Bem-Estar
10226,3,Ciências Sociais
7401,3,Ciências Sociais
69013,3,Ciências Sociais
120381,5,Engenharia
1314232,2,Humanidades e Artes
91653,7,Saúde e Bem-Estar
101598,1,Educação
62638,4,Ciências
1300474,4,Ciências
1052,1,Educação
1333359,7,Saúde e Bem-Estar
1151138,1,Educação
1166595,8,Serviços
1382775,1,Educação
51061,5,Engenharia
27355,5,Engenharia
1125576,2,Humanidades e Artes
761,7,Saúde e Bem-Estar
3573,1,Educação
69240,5,Engenharia
17426,3,Ciências Sociais
65901,7,Saúde e Bem-Estar
1314219,3,Ciências Sociais
87372,1,Educação
1265455,6,Agricultura e Veterinária
80022,3,Ciências Sociais
1258297,3,Ciências Sociais
1205725,2,Humanidades e Artes
17108,1,Educação
9037,3,Ciências Sociais
1284777,7,Saúde e Bem-Estar
1382673,4,Ciências
109358,1,Educação
111168,5,Engenharia
29376,1,Educação
1191218,8,Serviços
119846,5,Engenharia
17503,3,Ciências Sociais
83028,3,Ciências Sociais
89168,3,Ciências Sociais
1364614,3,Ciências Sociais
16204,3,Ciências Sociais
84107,3,Ciências Sociais
88807,1,Educação
1112914,1,Educação
8472,3,Ciências Sociais
1160067,5,Engenharia
88916,3,Ciências Sociais
105454,4,Ciências
1128936,1,Educação
1349468,6,Agricultura e Veterinária
113606,4,Ciências
1270508,4,Ciências
119864,3,Ciências Sociais
17259,6,Agricultura e Veterinária
50781,3,Ciências Sociais
1349109,1,Educação
98548,1,Educação
1186519,1,Educação
115596,5,Engenharia
1364367,7,Saúde e Bem-Estar
1342408,4,Ciências
14241,5,Engenharia
1332553,8,Serviços
1259023,7,Saúde e Bem-Estar
1107981,2,Humanidades e Artes
1175961,3,Ciências Sociais
91171,3,Ciências Sociais
114034,5,Engenharia
1363744,5,Engenharia
123394,3,Ciências Sociais
116127,3,Ciências Sociais
303662,7,Saúde e Bem-Estar
16724,3,Ciências Sociais
1399132,5,Engenharia
1153683,7,Saúde e Bem-Estar
95966,3,Ciências Sociais
122408,7,Saúde e Bem-Estar
1164551,5,Engenharia
117292,6,Agricultura e Veterinária
47800,3,Ciências Sociais
117465,7,Saúde e Bem-Estar
1205603,1,Educação
90705,7,Saúde e Bem-Estar
1279790,5,Engenharia
47452,1,Educação
1155133,1,Educação
1327394,5,Engenharia
3802,1,Educação
1270472,4,Ciências
1200671,7,Saúde e Bem-Estar
1157132,3,Ciências Sociais
321349,2,Humanidades e Artes
20248,5,Engenharia
14225,7,Saúde e Bem-Estar
26911,3,Ciências Sociais
101978,3,Ciências Sociais
1204820,7,Saúde e Bem-Estar
50598,8,Serviços
107631,7,Saúde e Bem-Estar
49746,3,Ciências Sociais
74222,3,Ciências Sociais
104278,1,Educação
1344236,5,Engenharia
56323,3,Ciências Sociais
1136729,7,Saúde e Bem-Estar
50526,7,Saúde e Bem-Estar
18933,4,Ciências
349000,4,Ciências
21229,3,Ciências Sociais
1127926,1,Educação
1279023,4,Ciências
121297,3,Ciências Sociais
110566,5,Engenharia
103316,1,Educação
93413,3,Ciências Sociais
21716,7,Saúde e Bem-Estar
97323,7,Saúde e Bem-Estar
1204242,3,Ciências Sociais
71413,1,Educação
1305529,1,Educação
22219,3,Ciências Sociais
1180947,2,Humanidades e Artes
53156,3,Ciências Sociais
1379282,3,Ciências Sociais
20480,1,Educação
97221,7,Saúde e Bem-Estar
91715,1,Educação
100516,1,Educação
1315064,3,Ciências Sociais
69650,1,Educação
6751,3,Ciências Sociais
1204392,1,Educação
15838,7,Saúde e Bem-Estar
122918,7,Saúde e Bem-Estar
86392,7,Saúde e Bem-Estar
55536,4,Ciências
1203994,5,Engenharia
96112,5,Engenharia
1200714,5,Engenharia
100816,4,Ciências
5000055,1,Educação
1327496,3,Ciências Sociais
122348,2,Humanidades e Artes
1303548,5,Engenharia
11893,1,Educação
9107,3,Ciências Sociais
74028,6,Agricultura e Veterinária
1172815,3,Ciências Sociais
19501,3,Ciências Sociais
1300212,4,Ciências
1322139,7,Saúde e Bem-Estar
59068,3,Ciências Sociais
1132131,1,Educação
1298976,1,Educação
106984,5,Engenharia
53414,7,Saúde e Bem-Estar
99324,2,Humanidades e Artes
72812,4,Ciências
1129502,5,Engenharia
58524,1,Educação
1107276,7,Saúde e Bem-Estar
12583,6,Agricultura e Veterinária
1186242,3,Ciências Sociais
14339,2,Humanidades e Artes
35991,2,Humanidades e Artes
1314236,5,Engenharia
112224,1,Educação
83472,3,Ciências Sociais
1069852,5,Engenharia
1126604,3,Ciências Sociais
65683,3,Ciências Sociais
116884,1,Educação
118762,1,Educação
5000186,5,Engenharia
2908,1,Educação
1144129,5,Engenharia
112230,1,Educação
12912,3,Ciências Sociais
64387,1,Educação
1150200,8,Serviços
74249,5,Engenharia
1303686,5,Engenharia
1259123,7,Saúde e Bem-Estar
1192255,5,Engenharia
66467,3,Ciências Sociais
1259588,5,Engenharia
1159064,3,Ciências Sociais
117310,7,Saúde e Bem-Estar
312686,3,Ciências Sociais
1265854,6,Agricultura e Veterinária
13280,1,Educação
1280313,3,Ciências Sociais
1284214,3,Ciências Sociais
1364095,8,Serviços
396489,4,Ciências
24498,1,Educação
1260189,3,Ciências Sociais
4963,4,Ciências
3762,4,Ciências
1315438,1,Educação
19750,7,Saúde e Bem-Estar
1265572,1,Educação
1150486,4,Ciências
100864,3,Ciências Sociais
110246,3,Ciências Sociais
19242,4,Ciências
1129255,3,Ciências Sociais
1204643,4,Ciências
111554,3,Ciências Sociais
45003,4,Ciências
1189782,7,Saúde e Bem-Estar
48869,1,Educação
21628,5,Engenharia
1342449,7,Saúde e Bem-Estar
1260262,3,Ciências Sociais
65659,3,Ciências Sociais
66119,3,Ciências Sociais
65890,4,Ciências
19332,5,Engenharia
1162791,1,Educação
5000165,1,Educação
19940,7,Saúde e Bem-Estar
88518,3,Ciências Sociais
1321626,3,Ciências Sociais
1279500,8,Serviços
11236,1,Educação
1161653,5,Engenharia
86360,1,Educação
50867,2,Humanidades e Artes
15592,5,Engenharia
113609,5,Engenharia
10,6,Agricultura e Veterinária
106411,1,Educação
1259222,5,Engenharia
112988,3,Ciências Sociais
1333093,3,Ciências Sociais
1341367,5,Engenharia
116030,5,Engenharia
1324164,5,Engenharia
39388,3,Ciências Sociais
1357738,5,Engenharia
1313354,3,Ciências Sociais
1150249,7,Saúde e Bem-Estar
1143420,3,Ciências Sociais
32932,1,Educação
66232,3,Ciências Sociais
21511,3,Ciências Sociais
1128661,5,Engenharia
18402,7,Saúde e Bem-Estar
1185475,4,Ciências
6818,1,Educação
117537,5,Engenharia
1285133,3,Ciências Sociais
109343,1,Educação
51721,3,Ciências Sociais
1103481,4,Ciências
1150434,1,Educação
104846,7,Saúde e Bem-Estar
117088,5,Engenharia
1258876,7,Saúde e Bem-Estar
1259143,5,Engenharia
50877,8,Serviços
1330553,7,Saúde e Bem-Estar
55842,3,Ciências Sociais
1205392,6,Agricultura e Veterinária
99172,2,Humanidades e Artes
56498,1,Educação
1303599,5,Engenharia
1087513,1,Educação
60280,5,Engenharia
79608,3,Ciências Sociais
5001386,1,Educação
85402,1,Educação
1165078,1,Educação
25395,1,Educação
7522,5,Engenharia
1106561,5,Engenharia
1330206,7,Saúde e Bem-Estar
95496,3,Ciências Sociais
5963,7,Saúde e Bem-Estar
20919,7,Saúde e Bem-Estar
394,1,Educação
1292614,7,Saúde e Bem-Estar
1258531,3,Ciências Sociais
105912,5,Engenharia
1128965,3,Ciências Sociais
50233,6,Agricultura e Veterinária
1188363,5,Engenharia
115466,1,Educação
113652,5,Engenharia
53531,3,Ciências Sociais
1190233,5,Engenharia
20822,7,Saúde e Bem-Estar
39058,1,Educação
72321,7,Saúde e Bem-Estar
73604,5,Engenharia
122210,1,Educação
1182800,3,Ciências Sociais
312818,4,Ciências
1188214,3,Ciências Sociais
22642,5,Engenharia
35622,2,Humanidades e Artes
1161313,5,Engenharia
108434,1,Educação
1103339,8,Serviços
11991,1,Educação
90214,5,Engenharia
1056734,3,Ciências Sociais
95779,3,Ciências Sociais
19547,5,Engenharia
107174,3,Ciências Sociais
1405697,5,Engenharia
16590,1,Educação
65118,3,Ciências Sociais
1069320,7,Saúde e Bem-Estar
19758,1,Educação
104280,1,Educação
21508,3,Ciências Sociais
56042,1,Educação
18822,6,Agricultura e Veterinária
122396,6,Agricultura e Veterinária
1166010,4,Ciências
19863,7,Saúde e Bem-Estar
38415,1,Educação
39248,3,Ciências Sociais
122358,1,Educação
1265050,1,Educação
1315662,1,Educação
20443,3,Ciências Sociais
11114,7,Saúde e Bem-Estar
1213280,5,Engenharia
1139973,5,Engenharia
19799,4,Ciências
22110,4,Ciências
116500,2,Humanidades e Artes
65256,2,Humanidades e Artes
93076,1,Educação
1258779,5,Engenharia
69454,4,Ciências
17913,1,Educação
92208,3,Ciências Sociais
96236,3,Ciências Sociais
14698,1,Educação
113054,1,Educação
1300295,2,Humanidades e Artes
1260434,1,Educação
9225,1,Educação
1205996,1,Educação
8474,3,Ciências Sociais
102499,5,Engenharia
5000176,7,Saúde e Bem-Estar
1263189,3,Ciências Sociais
1114757,8,Serviços
114433,3,Ciências Sociais
94069,5,Engenharia
104298,1,Educação
52073,3,Ciências Sociais
1212590,1,Educação
88718,3,Ciências Sociais
76397,7,Saúde e Bem-Estar
1327362,1,Educação
1310635,5,Engenharia
1205567,5,Engenharia
123403,5,Engenharia
66263,1,Educação
318956,7,Saúde e Bem-Estar
1117203,1,Educação
34210,3,Ciências Sociais
57394,3,Ciências Sociais
38302,3,Ciências Sociais
26304,2,Humanidades e Artes
113555,3,Ciências Sociais
104360,4,Ciências
21985,3,Ciências Sociais
1327322,6,Agricultura e Veterinária
112889,5,Engenharia
103836,3,Ciências Sociais
1376265,7,Saúde e Bem-Estar
87902,1,Educação
1374069,7,Saúde e Bem-Estar
73612,4,Ciências
37777,1,Educação
1110869,7,Saúde e Bem-Estar
122606,5,Engenharia
150112,5,Engenharia
1125448,1,Educação
56134,1,Educação
113056,1,Educação
1143137,4,Ciências
122412,8,Serviços
117476,7,Saúde e Bem-Estar
1203172,1,Educação
76102,5,Engenharia
1158442,5,Engenharia
1102783,4,Ciências
1286381,3,Ciências Sociais
1179775,5,Engenharia
16964,3,Ciências Sociais
5000196,7,Saúde e Bem-Estar
1176228,1,Educação
68926,3,Ciências Sociais
3139,6,Agricultura e Veterinária
65361,4,Ciências
14215,5,Engenharia
1380924,8,Serviços
99596,3,Ciências Sociais
83326,5,Engenharia
1344372,1,Educação
1188908,1,Educação
117054,7,Saúde e Bem-Estar
107068,7,Saúde e Bem-Estar
28222,1,Educação
5001239,4,Ciências
113477,7,Saúde e Bem-Estar
87400,3,Ciências Sociais
1205596,3,Ciências Sociais
13402,1,Educação
62728,1,Educação
1305322,1,Educação
1122774,3,Ciências Sociais
1145029,1,Educação
55806,3,Ciências Sociais
74317,7,Saúde e Bem-Estar
1399738,1,Educação
1293006,3,Ciências Sociais
16941,3,Ciências Sociais
1257824,2,Humanidades e Artes
1330718,6,Agricultura e Veterinária
85250,3,Ciências Sociais
1386483,1,Educação
121360,3,Ciências Sociais
111730,7,Saúde e Bem-Estar
107016,3,Ciências Sociais
2361,5,Engenharia
1204408,6,Agricultura e Veterinária
100207,1,Educação
86286,1,Educação
1299978,1,Educação
79784,3,Ciências Sociais
52497,1,Educação
60384,1,Educação
5085,2,Humanidades e Artes
1259933,3,Ciências Sociais
99382,3,Ciências Sociais
62088,3,Ciências Sociais
1182943,3,Ciências Sociais
1314243,4,Ciências
1180224,5,Engenharia
106914,3,Ciências Sociais
46271,3,Ciências Sociais
1303960,3,Ciências Sociais
1266730,8,Serviços
41494,7,Saúde e Bem-Estar
1404216,3,Ciências Sociais
49847,3,Ciências Sociais
19443,1,Educação
1161219,3,Ciências Sociais
110882,1,Educação
1357715,5,Engenharia
1332350,3,Ciências Sociais
1113667,3,Ciências Sociais
1304515,4,Ciências
99808,1,Educação
122052,6,Agricultura e Veterinária
46417,3,Ciências Sociais
76554,1,Educação
689,5,Engenharia
16009,1,Educação
64026,1,Educação
1207813,3,Ciências Sociais
5001365,3,Ciências Sociais
102408,5,Engenharia
90901,7,Saúde e Bem-Estar
21869,1,Educação
1261135,7,Saúde e Bem-Estar
5001284,1,Educação
58366,4,Ciências
120918,3,Ciências Sociais
110353,3,Ciências Sociais
88208,1,Educação
1280524,8,Serviços
1322776,1,Educação
19431,4,Ciências
68267,3,Ciências Sociais
1279328,3,Ciências Sociais
1110857,4,Ciências
49464,3,Ciências Sociais
113655,2,Humanidades e Artes
104944,5,Engenharia
1382749,4,Ciências
120773,1,Educação
1518,7,Saúde e Bem-Estar
60074,5,Engenharia
1377547,1,Educação
1330597,3,Ciências Sociais
44674,7,Saúde e Bem-Estar
18088,1,Educação
1258870,3,Ciências Sociais
18960,5,Engenharia
1155051,5,Engenharia
1342500,5,Engenharia
80542,4,Ciências
91290,5,Engenharia
1139785,1,Educação
101140,1,Educação
50387,3,Ciências Sociais
1097032,1,Educação
90780,3,Ciências Sociais
1146536,4,Ciências
1262636,8,Serviços
123766,1,Educação
1321334,1,Educação
1141969,7,Saúde e Bem-Estar
1173700,5,Engenharia
1344118,5,Engenharia
65681,3,Ciências Sociais
115460,3,Ciências Sociais
1211630,7,Saúde e Bem-Estar
1071067,3,Ciências Sociais
20250,7,Saúde e Bem-Estar
97083,7,Saúde e Bem-Estar
1144444,2,Humanidades e Artes
15848,3,Ciências Sociais
68279,3,Ciências Sociais
1163514,5,Engenharia
1330393,1,Educação
1116945,5,Engenharia
70171,7,Saúde e Bem-Estar
122578,6,Agricultura e Veterinária
3129,3,Ciências Sociais
1404114,5,Engenharia
34161,1,Educação
1321331,1,Educação
1126033,4,Ciências
90144,3,Ciências Sociais
1114292,4,Ciências
1178385,1,Educação
25259,4,Ciências
1178528,5,Engenharia
7278,6,Agricultura e Veterinária
1076585,8,Serviços
1269446,3,Ciências Sociais
1106422,5,Engenharia
1103809,1,Educação
1111226,1,Educação
9766,1,Educação
1103909,1,Educação
47856,1,Educação
9733,6,Agricultura e Veterinária
1374747,7,Saúde e Bem-Estar
75046,3,Ciências Sociais
54080,3,Ciências Sociais
119263,3,Ciências Sociais
1161923,3,Ciências Sociais
83114,4,Ciências
16004,1,Educação
116838,3,Ciências Sociais
69734,5,Engenharia
63834,4,Ciências
29456,1,Educação
21244,7,Saúde e Bem-Estar
1190335,1,Educação
120657,1,Educação
1293060,5,Engenharia
1284897,3,Ciências Sociais
1071939,5,Engenharia
49820,3,Ciências Sociais
1171628,4,Ciências
1300103,5,Engenharia
1069911,3,Ciências Sociais
1330373,1,Educação
32966,1,Educação
1116798,3,Ciências Sociais
100557,3,Ciências Sociais
18300,1,Educação
25902,1,Educação
12312,3,Ciências Sociais
32999,1,Educação
120647,3,Ciências Sociais
1152813,1,Educação
1039,5,Engenharia
10240,1,Educação
99476,7,Saúde e Bem-Estar
1204822,1,Educação
91101,1,Educação
1262267,3,Ciências Sociais
1183749,5,Engenharia
5826,3,Ciências Sociais
82524,3,Ciências Sociais
5000330,5,Engenharia
65162,7,Saúde e Bem-Estar
120908,2,Humanidades e Artes
68431,3,Ciências Sociais
123793,1,Educação
73054,3,Ciências Sociais
1259749,2,Humanidades e Artes
1262573,7,Saúde e Bem-Estar
96878,5,Engenharia
1193759,7,Saúde e Bem-Estar
47839,3,Ciências Sociais
351937,2,Humanidades e Artes
1327351,4,Ciências
89348,3,Ciências Sociais
58512,8,Serviços
1102693,1,Educação
1159079,1,Educação
1279496,3,Ciências Sociais
2682,4,Ciências
73555,3,Ciências Sociais
92721,2,Humanidades e Artes
1053121,4,Ciências
19770,1,Educação
1112898,5,Engenharia
118426,3,Ciências Sociais
1267326,1,Educação
17941,7,Saúde e Bem-Estar
96929,2,Humanidades e Artes
118646,5,Engenharia
54932,5,Engenharia
12331,7,Saúde e Bem-Estar
18563,1,Educação
52743,4,Ciências
51988,2,Humanidades e Artes
1283929,5,Engenharia
1257517,3,Ciências Sociais
88697,1,Educação
91805,1,Educação
115536,7,Saúde e Bem-Estar
66274,1,Educação
73793,7,Saúde e Bem-Estar
302197,2,Humanidades e Artes
114914,1,Educação
1350244,8,Serviços
1257845,3,Ciências Sociais
1102592,5,Engenharia
88196,7,Saúde e Bem-Estar
82654,1,Educação
7652,1,Educação
31137,1,Educação
91307,1,Educação
63740,8,Serviços
1259816,5,Engenharia
69731,5,Engenharia
1316022,3,Ciências Sociais
1184949,4,Ciências
1122066,8,Serviços
46176,4,Ciências
45148,2,Humanidades e Artes
1208775,3,Ciências Sociais
1352585,7,Saúde e Bem-Estar
74238,1,Educação
118774,7,Saúde e Bem-Estar
8062,5,Engenharia
15480,7,Saúde e Bem-Estar
18145,5,Engenharia
1303379,6,Agricultura e Veterinária
1332142,7,Saúde e Bem-Estar
1399257,7,Saúde e Bem-Estar
1153281,3,Ciências Sociais
1167329,7,Saúde e Bem-Estar
1330921,8,Serviços
51884,1,Educação
96304,5,Engenharia
73458,7,Saúde e Bem-Estar
1154825,1,Educação
5000420,4,Ciências
1140282,7,Saúde e Bem-Estar
2875,6,Agricultura e Veterinária
1283953,3,Ciências Sociais
1103900,1,Educação
20096,5,Engenharia
1376231,5,Engenharia
51249,8,Serviços
101800,1,Educação
1375424,3,Ciências Sociais
1321900,1,Educação
1212345,1,Educação
1259947,5,Engenharia
1313152,3,Ciências Sociais
60566,4,Ciências
56160,3,Ciências Sociais
1330821,5,Engenharia
1160616,1,Educação
122198,1,Educação
41226,1,Educação
107360,4,Ciências
5001214,3,Ciências Sociais
120162,4,Ciências
150309,4,Ciências
1006144,1,Educação
1364449,5,Engenharia
59007,3,Ciências Sociais
1267253,5,Engenharia
1203330,2,Humanidades e Artes
1058520,3,Ciências Sociais
7301,4,Ciências
92955,1,Educação
5000580,3,Ciências Sociais
20986,3,Ciências Sociais
111891,2,Humanidades e Artes
1179262,1,Educação
1330818,3,Ciências Sociais
1151147,1,Educação
19410,5,Engenharia
87182,7,Saúde e Bem-Estar
1332720,3,Ciências Sociais
1137437,4,Ciências
118497,3,Ciências Sociais
63842,3,Ciências Sociais
77232,3,Ciências Sociais
48044,1,Educação
97317,8,Serviços
1259069,3,Ciências Sociais
18504,6,Agricultura e Veterinária
105688,4,Ciências
1123212,2,Humanidades e Artes
304318,4,Ciências
1263200,3,Ciências Sociais
102806,3,Ciências Sociais
351962,4,Ciências
1295984,7,Saúde e Bem-Estar
1155660,5,Engenharia
1205554,7,Saúde e Bem-Estar
100450,7,Saúde e Bem-Estar
104534,7,Saúde e Bem-Estar
12720,5,Engenharia
54676,1,Educação
1164822,3,Ciências Sociais
77102,3,Ciências Sociais
1260401,4,Ciências
9116,1,Educação
105403,1,Educação
42088,1,Educação
1299956,5,Engenharia
116430,3,Ciências Sociais
1112301,8,Serviços
97008,3,Ciências Sociais
1177356,7,Saúde e Bem-Estar
1304011,7,Saúde e Bem-Estar
1177880,1,Educação
313087,3,Ciências Sociais
80653,5,Engenharia
1260038,3,Ciências Sociais
1308552,5,Engenharia
1150540,3,Ciências Sociais
1313826,4,Ciências
67661,1,Educação
75996,5,Engenharia
44174,7,Saúde e Bem-Estar
1327345,2,Humanidades e Artes
1212392,1,Educação
120313,3,Ciências Sociais
112538,7,Saúde e Bem-Estar
14379,4,Ciências
94163,5,Engenharia
1258276,7,Saúde e Bem-Estar
10051,1,Educação
73031,1,Educação
20819,5,Engenharia
71257,7,Saúde e Bem-Estar
82368,3,Ciências Sociais
1376002,1,Educação
115876,6,Agricultura e Veterinária
47941,4,Ciências
1285011,7,Saúde e Bem-Estar
1299430,7,Saúde e Bem-Estar
1075751,5,Engenharia
1048374,3,Ciências Sociais
1304773,5,Engenharia
66287,3,Ciências Sociais
101930,3,Ciências Sociais
122120,2,Humanidades e Artes
1321951,3,Ciências Sociais
1284624,3,Ciências Sociais
12836,5,Engenharia
